isic_rev2_4dig;isic_rev3_4dig;isic_rev2_secdig;isic_rev2_2dig;isic_rev2_3dig;isic_rev3_secdig;isic_rev3_2dig;isic_rev3_3dig
3420;2211;"3";34;342;"D";22;221
3420;2212;"3";34;342;"D";22;221
3420;2219;"3";34;342;"D";22;221
3420;2221;"3";34;342;"D";22;222
3420;2222;"3";34;342;"D";22;222
3511;2330;"3";35;351;"D";23;233
3511;2411;"3";35;351;"D";24;241
3511;2412;"3";35;351;"D";24;241
3511;2429;"3";35;351;"D";24;242
3512;2412;"3";35;351;"D";24;241
3512;2421;"3";35;351;"D";24;242
3513;2413;"3";35;351;"D";24;241
3513;2430;"3";35;351;"D";24;243
3513;2519;"3";35;351;"D";25;251
3513;2520;"3";35;351;"D";25;252
3521;2422;"3";35;352;"D";24;242
3522;2423;"3";35;352;"D";24;242
3523;2424;"3";35;352;"D";24;242
3529;2422;"3";35;352;"D";24;242
3529;2424;"3";35;352;"D";24;242
3529;2429;"3";35;352;"D";24;242
3529;2927;"3";35;352;"D";29;292
3529;3699;"3";35;352;"D";36;369
3530;2320;"3";35;353;"D";23;232
3540;1010;"3";35;354;"C";10;101
3540;1020;"3";35;354;"C";10;102
3540;2310;"3";35;354;"D";23;231
3540;2320;"3";35;354;"D";23;232
3540;2699;"3";35;354;"D";26;269
3540;3699;"3";35;354;"D";36;369
3551;2511;"3";35;355;"D";25;251
3551;2519;"3";35;355;"D";25;251
3559;1920;"3";35;355;"D";19;192
3559;2429;"3";35;355;"D";24;242
3559;2519;"3";35;355;"D";25;251
3559;2929;"3";35;355;"D";29;292
3559;3140;"3";35;355;"D";31;314
3559;3511;"3";35;355;"D";35;351
3559;3512;"3";35;355;"D";35;351
3559;3694;"3";35;355;"D";36;369
3559;3720;"3";35;355;"D";37;372
3560;1920;"3";35;356;"D";19;192
3560;2429;"3";35;356;"D";24;242
3560;2520;"3";35;356;"D";25;252
3560;3140;"3";35;356;"D";31;314
3560;3430;"3";35;356;"D";34;343
3560;3610;"3";35;356;"D";36;361
3560;3699;"3";35;356;"D";36;369
3560;3720;"3";35;356;"D";37;372
3610;2691;"3";36;361;"D";26;269
3620;2610;"3";36;362;"D";26;261
3620;3190;"3";36;362;"D";31;319
3620;3320;"3";36;362;"D";33;332
3691;2692;"3";36;369;"D";26;269
3691;2693;"3";36;369;"D";26;269
3692;2694;"3";36;369;"D";26;269
3699;1030;"3";36;369;"C";10;103
3699;2610;"3";36;369;"D";26;261
3699;2692;"3";36;369;"D";26;269
3699;2695;"3";36;369;"D";26;269
3699;2696;"3";36;369;"D";26;269
3699;2699;"3";36;369;"D";26;269
3699;2720;"3";36;369;"D";27;272
3699;3190;"3";36;369;"D";31;319
3699;3699;"3";36;369;"D";36;369
3699;5239;"3";36;369;"G";52;523
3710;2710;"3";37;371;"D";27;271
3710;2731;"3";37;371;"D";27;273
3710;2891;"3";37;371;"D";28;289
3710;2892;"3";37;371;"D";28;289
3710;3520;"3";37;371;"D";35;352
3710;3710;"3";37;371;"D";37;371
3720;2720;"3";37;372;"D";27;272
3720;2732;"3";37;372;"D";27;273
3720;2891;"3";37;372;"D";28;289
3720;2892;"3";37;372;"D";28;289
3720;3710;"3";37;372;"D";37;371
3811;2891;"3";38;381;"D";28;289
3811;2893;"3";38;381;"D";28;289
3811;2899;"3";38;381;"D";28;289
3811;2915;"3";38;381;"D";29;291
3811;2921;"3";38;381;"D";29;292
3811;3312;"3";38;381;"D";33;331
3811;3699;"3";38;381;"D";36;369
3812;2899;"3";38;381;"D";28;289
3812;3150;"3";38;381;"D";31;315
3812;3311;"3";38;381;"D";33;331
3812;3610;"3";38;381;"D";36;361
3813;2811;"3";38;381;"D";28;281
3813;2812;"3";38;381;"D";28;281
3813;2813;"3";38;381;"D";28;281
3813;2899;"3";38;381;"D";28;289
3813;2930;"3";38;381;"D";29;293
3813;3420;"3";38;381;"D";34;342
3813;3511;"3";38;381;"D";35;351
3819;2710;"3";38;381;"D";27;271
3819;2720;"3";38;381;"D";27;272
3819;2812;"3";38;381;"D";28;281
3819;2891;"3";38;381;"D";28;289
3819;2892;"3";38;381;"D";28;289
3819;2899;"3";38;381;"D";28;289
3819;2912;"3";38;381;"D";29;291
3819;2914;"3";38;381;"D";29;291
3819;2919;"3";38;381;"D";29;291
3819;2921;"3";38;381;"D";29;292
3819;2929;"3";38;381;"D";29;292
3819;2930;"3";38;381;"D";29;293
3819;3150;"3";38;381;"D";31;315
3819;3190;"3";38;381;"D";31;319
3819;3699;"3";38;381;"D";36;369
3821;2911;"3";38;382;"D";29;291
3822;2912;"3";38;382;"D";29;291
3822;2915;"3";38;382;"D";29;291
3822;2921;"3";38;382;"D";29;292
3822;2922;"3";38;382;"D";29;292
3822;2925;"3";38;382;"D";29;292
3823;2893;"3";38;382;"D";28;289
3823;2922;"3";38;382;"D";29;292
3823;2923;"3";38;382;"D";29;292
3823;2929;"3";38;382;"D";29;292
3823;3312;"3";38;382;"D";33;331
3824;2813;"3";38;382;"D";28;281
3824;2893;"3";38;382;"D";28;289
3824;2912;"3";38;382;"D";29;291
3824;2914;"3";38;382;"D";29;291
3824;2915;"3";38;382;"D";29;291
3824;2919;"3";38;382;"D";29;291
3824;2922;"3";38;382;"D";29;292
3824;2923;"3";38;382;"D";29;292
3824;2924;"3";38;382;"D";29;292
3824;2925;"3";38;382;"D";29;292
3824;2926;"3";38;382;"D";29;292
3824;2929;"3";38;382;"D";29;292
3824;3190;"3";38;382;"D";31;319
3824;3511;"3";38;382;"D";35;351
3824;3520;"3";38;382;"D";35;352
3825;2919;"3";38;382;"D";29;291
3825;3000;"3";38;382;"D";30;300
3825;7250;"3";38;382;"K";72;725
3829;2892;"3";38;382;"D";28;289
3829;2899;"3";38;382;"D";28;289
3829;2911;"3";38;382;"D";29;291
3829;2912;"3";38;382;"D";29;291
3829;2913;"3";38;382;"D";29;291
3829;2914;"3";38;382;"D";29;291
3829;2915;"3";38;382;"D";29;291
3829;2919;"3";38;382;"D";29;291
3829;2922;"3";38;382;"D";29;292
3829;2924;"3";38;382;"D";29;292
3829;2926;"3";38;382;"D";29;292
3829;2927;"3";38;382;"D";29;292
3829;2929;"3";38;382;"D";29;292
3829;2930;"3";38;382;"D";29;293
3829;3190;"3";38;382;"D";31;319
3829;3311;"3";38;382;"D";33;331
3829;3420;"3";38;382;"D";34;342
3829;3599;"3";38;382;"D";35;359
3829;3694;"3";38;382;"D";36;369
3829;3699;"3";38;382;"D";36;369
3831;2911;"3";38;383;"D";29;291
3831;2922;"3";38;383;"D";29;292
3831;3110;"3";38;383;"D";31;311
3831;3120;"3";38;383;"D";31;312
3831;3190;"3";38;383;"D";31;319
3831;3210;"3";38;383;"D";32;321
3831;3520;"3";38;383;"D";35;352
3832;2213;"3";38;383;"D";22;221
3832;2230;"3";38;383;"D";22;223
3832;3110;"3";38;383;"D";31;311
3832;3120;"3";38;383;"D";31;312
3832;3190;"3";38;383;"D";31;319
3832;3210;"3";38;383;"D";32;321
3832;3220;"3";38;383;"D";32;322
3832;3230;"3";38;383;"D";32;323
3832;3311;"3";38;383;"D";33;331
3832;3312;"3";38;383;"D";33;331
3832;3530;"3";38;383;"D";35;353
3833;2930;"3";38;383;"D";29;293
3839;3120;"3";38;383;"D";31;312
3839;3130;"3";38;383;"D";31;313
3839;3140;"3";38;383;"D";31;314
3839;3150;"3";38;383;"D";31;315
3839;3190;"3";38;383;"D";31;319
3841;2911;"3";38;384;"D";29;291
3841;2915;"3";38;384;"D";29;291
3841;3511;"3";38;384;"D";35;351
3841;3512;"3";38;384;"D";35;351
3842;3520;"3";38;384;"D";35;352
3843;2912;"3";38;384;"D";29;291
3843;3190;"3";38;384;"D";31;319
3843;3410;"3";38;384;"D";34;341
3843;3420;"3";38;384;"D";34;342
3843;3430;"3";38;384;"D";34;343
3843;3592;"3";38;384;"D";35;359
3844;3591;"3";38;384;"D";35;359
3844;3592;"3";38;384;"D";35;359
3844;3694;"3";38;384;"D";36;369
3845;3511;"3";38;384;"D";35;351
3845;3530;"3";38;384;"D";35;353
3849;3410;"3";38;384;"D";34;341
3849;3592;"3";38;384;"D";35;359
3849;3599;"3";38;384;"D";35;359
3849;3699;"3";38;384;"D";36;369
3851;1729;"3";38;385;"D";17;172
3851;2423;"3";38;385;"D";24;242
3851;2519;"3";38;385;"D";25;251
3851;2914;"3";38;385;"D";29;291
3851;2919;"3";38;385;"D";29;291
3851;2929;"3";38;385;"D";29;292
3851;3190;"3";38;385;"D";31;319
3851;3311;"3";38;385;"D";33;331
3851;3312;"3";38;385;"D";33;331
3851;3313;"3";38;385;"D";33;331
3852;3000;"3";38;385;"D";30;300
3852;3311;"3";38;385;"D";33;331
3852;3312;"3";38;385;"D";33;331
3852;3320;"3";38;385;"D";33;332
3853;3330;"3";38;385;"D";33;333
3901;2892;"3";39;390;"D";28;289
3901;2899;"3";39;390;"D";28;289
3901;3330;"3";39;390;"D";33;333
3901;3691;"3";39;390;"D";36;369
3902;3692;"3";39;390;"D";36;369
3903;3692;"3";39;390;"D";36;369
3903;3693;"3";39;390;"D";36;369
3903;3694;"3";39;390;"D";36;369
3909;1729;"3";39;390;"D";17;172
3909;1810;"3";39;390;"D";18;181
3909;1912;"3";39;390;"D";19;191
3909;2101;"3";39;390;"D";21;210
3909;2109;"3";39;390;"D";21;210
3909;2221;"3";39;390;"D";22;222
3909;2422;"3";39;390;"D";24;242
3909;2899;"3";39;390;"D";28;289
3909;2926;"3";39;390;"D";29;292
3909;3150;"3";39;390;"D";31;315
3909;3592;"3";39;390;"D";35;359
3909;3694;"3";39;390;"D";36;369
3909;3699;"3";39;390;"D";36;369
4101;140;"4";41;410;"A";1;14
4101;4010;"4";41;410;"E";40;401
4102;4020;"4";41;410;"E";40;402
4103;4030;"4";41;410;"E";40;403
4200;4100;"4";42;420;"E";41;410
5000;140;"5";50;500;"A";1;14
5000;1120;"5";50;500;"C";11;112
5000;4510;"5";50;500;"F";45;451
5000;4520;"5";50;500;"F";45;452
5000;4530;"5";50;500;"F";45;453
5000;4540;"5";50;500;"F";45;454
5000;4550;"5";50;500;"F";45;455
5000;7421;"5";50;500;"K";74;742
5000;7422;"5";50;500;"K";74;742
5000;7493;"5";50;500;"K";74;749
6100;3710;"6";61;610;"D";37;371
6100;3720;"6";61;610;"D";37;372
6100;5010;"6";61;610;"G";50;501
6100;5030;"6";61;610;"G";50;503
6100;5040;"6";61;610;"G";50;504
6100;5110;"6";61;610;"G";51;511
6100;5121;"6";61;610;"G";51;512
6100;5122;"6";61;610;"G";51;512
6100;5131;"6";61;610;"G";51;513
6100;5139;"6";61;610;"G";51;513
6100;5141;"6";61;610;"G";51;514
6100;5142;"6";61;610;"G";51;514
6100;5143;"6";61;610;"G";51;514
6100;5149;"6";61;610;"G";51;514
6100;5150;"6";61;610;"G";51;515
6100;5190;"6";61;610;"G";51;519
6100;7499;"6";61;610;"K";74;749
6200;5010;"6";62;620;"G";50;501
6200;5030;"6";62;620;"G";50;503
6200;5040;"6";62;620;"G";50;504
6200;5050;"6";62;620;"G";50;505
6200;5211;"6";62;620;"G";52;521
6200;5219;"6";62;620;"G";52;521
6200;5220;"6";62;620;"G";52;522
6200;5231;"6";62;620;"G";52;523
6200;5232;"6";62;620;"G";52;523
6200;5233;"6";62;620;"G";52;523
6200;5234;"6";62;620;"G";52;523
6200;5239;"6";62;620;"G";52;523
6200;5240;"6";62;620;"G";52;524
6200;5251;"6";62;620;"G";52;525
6200;5252;"6";62;620;"G";52;525
6200;5259;"6";62;620;"G";52;525
6200;7130;"6";62;620;"K";71;713
6200;7499;"6";62;620;"K";74;749
6310;5520;"6";63;631;"H";55;552
6320;5510;"6";63;632;"H";55;551
7111;5510;"7";71;711;"H";55;551
7111;5520;"7";71;711;"H";55;552
7111;6010;"7";71;711;"I";60;601
7111;6021;"7";71;711;"I";60;602
7111;6303;"7";71;711;"I";63;630
7112;5020;"7";71;711;"G";50;502
7112;6021;"7";71;711;"I";60;602
7112;6303;"7";71;711;"I";63;630
7113;6021;"7";71;711;"I";60;602
7113;6022;"7";71;711;"I";60;602
7114;6023;"7";71;711;"I";60;602
7114;6303;"7";71;711;"I";63;630
7114;6412;"7";71;711;"I";64;641
7115;6030;"7";71;711;"I";60;603
7115;6302;"7";71;711;"I";63;630
7116;6301;"7";71;711;"I";63;630
7116;6303;"7";71;711;"I";63;630
7116;7111;"7";71;711;"K";71;711
7121;6110;"7";71;712;"I";61;611
7122;6120;"7";71;712;"I";61;612
7122;6303;"7";71;712;"I";63;630
7123;6301;"7";71;712;"I";63;630
7123;6303;"7";71;712;"I";63;630
7123;6309;"7";71;712;"I";63;630
7123;7112;"7";71;712;"K";71;711
7131;6210;"7";71;713;"I";62;621
7131;6220;"7";71;713;"I";62;622
7131;6412;"7";71;713;"I";64;641
7132;6301;"7";71;713;"I";63;630
7132;6303;"7";71;713;"I";63;630
7132;6420;"7";71;713;"I";64;642
7132;7113;"7";71;713;"K";71;711
7191;6303;"7";71;719;"I";63;630
7191;6304;"7";71;719;"I";63;630
7191;6309;"7";71;719;"I";63;630
7191;6412;"7";71;719;"I";64;641
7192;6302;"7";71;719;"I";63;630
7200;6411;"7";72;720;"I";64;641
7200;6420;"7";72;720;"I";64;642
7200;7499;"7";72;720;"K";74;749
8101;6511;"8";81;810;"J";65;651
8101;6519;"8";81;810;"J";65;651
8102;6519;"8";81;810;"J";65;651
8102;6591;"8";81;810;"J";65;659
8102;6592;"8";81;810;"J";65;659
8102;6599;"8";81;810;"J";65;659
8102;6601;"8";81;810;"J";66;660
8102;6602;"8";81;810;"J";66;660
8102;6712;"8";81;810;"J";67;671
8102;6719;"8";81;810;"J";67;671
8102;7414;"8";81;810;"K";74;741
8103;6599;"8";81;810;"J";65;659
8103;6711;"8";81;810;"J";67;671
8103;6719;"8";81;810;"J";67;671
8200;6601;"8";82;820;"J";66;660
8200;6602;"8";82;820;"J";66;660
8200;6603;"8";82;820;"J";66;660
8200;6720;"8";82;820;"J";67;672
8310;4520;"8";83;831;"F";45;452
8310;7010;"8";83;831;"K";70;701
8310;7020;"8";83;831;"K";70;702
8310;7411;"8";83;831;"K";74;741
8321;7411;"8";83;832;"K";74;741
8322;7412;"8";83;832;"K";74;741
8323;7210;"8";83;832;"K";72;721
8323;7220;"8";83;832;"K";72;722
8323;7230;"8";83;832;"K";72;723
8323;7240;"8";83;832;"K";72;724
8323;7290;"8";83;832;"K";72;729
8324;7310;"8";83;832;"K";73;731
8324;7421;"8";83;832;"K";74;742
8324;7422;"8";83;832;"K";74;742
8325;7413;"8";83;832;"K";74;741
8325;7430;"8";83;832;"K";74;743
8325;7499;"8";83;832;"K";74;749
8329;140;"8";83;832;"A";1;14
8329;7320;"8";83;832;"K";73;732
8329;7414;"8";83;832;"K";74;741
8329;7430;"8";83;832;"K";74;743
8329;7491;"8";83;832;"K";74;749
8329;7492;"8";83;832;"K";74;749
8329;7495;"8";83;832;"K";74;749
8329;7499;"8";83;832;"K";74;749
8329;9219;"8";83;832;"O";92;921
8329;9220;"8";83;832;"O";92;922
8329;9309;"8";83;832;"O";93;930
8330;7121;"8";83;833;"K";71;712
8330;7122;"8";83;833;"K";71;712
8330;7123;"8";83;833;"K";71;712
8330;7129;"8";83;833;"K";71;712
8330;7130;"8";83;833;"K";71;713
9100;7511;"9";91;910;"L";75;751
9100;7512;"9";91;910;"L";75;751
9100;7513;"9";91;910;"L";75;751
9100;7514;"9";91;910;"L";75;751
9100;7521;"9";91;910;"L";75;752
9100;7522;"9";91;910;"L";75;752
9100;7523;"9";91;910;"L";75;752
9100;7530;"9";91;910;"L";75;753
9200;7493;"9";92;920;"K";74;749
9200;9000;"9";92;920;"O";90;900
9310;8010;"9";93;931;"M";80;801
9310;8021;"9";93;931;"M";80;802
9310;8022;"9";93;931;"M";80;802
9310;8030;"9";93;931;"M";80;803
9310;8090;"9";93;931;"M";80;809
9310;8532;"9";93;931;"N";85;853
9310;9219;"9";93;931;"O";92;921
9320;7310;"9";93;932;"K";73;731
9320;7320;"9";93;932;"K";73;732
9320;7422;"9";93;932;"K";74;742
9331;3311;"9";93;933;"D";33;331
9331;8511;"9";93;933;"N";85;851
9331;8512;"9";93;933;"N";85;851
9331;8519;"9";93;933;"N";85;851
9331;8532;"9";93;933;"N";85;853
9332;140;"9";93;933;"A";1;14
9332;8520;"9";93;933;"N";85;852
9340;8531;"9";93;934;"N";85;853
9340;8532;"9";93;934;"N";85;853
9350;9111;"9";93;935;"O";91;911
9350;9112;"9";93;935;"O";91;911
9350;9120;"9";93;935;"O";91;912
9391;9191;"9";93;939;"O";91;919
9391;9231;"9";93;939;"O";92;923
9399;9192;"9";93;939;"O";91;919
9399;9199;"9";93;939;"O";91;919
9411;2230;"9";94;941;"D";22;223
9411;9211;"9";94;941;"O";92;921
9411;9249;"9";94;941;"O";92;924
9412;7130;"9";94;941;"K";71;713
9412;9211;"9";94;941;"O";92;921
9412;9212;"9";94;941;"O";92;921
9413;6420;"9";94;941;"I";64;642
9413;9213;"9";94;941;"O";92;921
9414;7130;"9";94;941;"K";71;713
9414;7499;"9";94;941;"K";74;749
9414;9214;"9";94;941;"O";92;921
9414;9219;"9";94;941;"O";92;921
9414;9249;"9";94;941;"O";92;924
9415;9214;"9";94;941;"O";92;921
9420;9231;"9";94;942;"O";92;923
9420;9232;"9";94;942;"O";92;923
9420;9233;"9";94;942;"O";92;923
9490;140;"9";94;949;"A";1;14
9490;6021;"9";94;949;"I";60;602
9490;6303;"9";94;949;"I";63;630
9490;7111;"9";94;949;"K";71;711
9490;7130;"9";94;949;"K";71;713
9490;9214;"9";94;949;"O";92;921
9490;9219;"9";94;949;"O";92;921
9490;9241;"9";94;949;"O";92;924
9490;9249;"9";94;949;"O";92;924
9511;5260;"9";95;951;"G";52;526
9512;4530;"9";95;951;"F";45;453
9512;5260;"9";95;951;"G";52;526
9513;5020;"9";95;951;"G";50;502
9513;5040;"9";95;951;"G";50;504
9514;5260;"9";95;951;"G";52;526
9519;5040;"9";95;951;"G";50;504
9519;5260;"9";95;951;"G";52;526
9519;7250;"9";95;951;"K";72;725
9520;5260;"9";95;952;"G";52;526
9520;7493;"9";95;952;"K";74;749
9520;9301;"9";95;952;"O";93;930
9530;9500;"9";95;953;"P";95;950
9591;8090;"9";95;959;"M";80;809
9591;9302;"9";95;959;"O";93;930
9592;7494;"9";95;959;"K";74;749
9599;6304;"9";95;959;"I";63;630
9599;7493;"9";95;959;"K";74;749
9599;9303;"9";95;959;"O";93;930
9599;9309;"9";95;959;"O";93;930
9600;9900;"9";96;960;"Q";99;990
