isic_rev3_4dig;isic_rev31_4dig;isic_rev31_secdig;isic_rev31_2dig;isic_rev31_3dig;isic_rev3_secdig;isic_rev3_2dig;isic_rev3_3dig
2430;2430;"D";24;243;"D";24;243
2511;2511;"D";25;251;"D";25;251
2519;2519;"D";25;251;"D";25;251
2520;2520;"D";25;252;"D";25;252
2610;2610;"D";26;261;"D";26;261
2691;2691;"D";26;269;"D";26;269
2692;2692;"D";26;269;"D";26;269
2693;2693;"D";26;269;"D";26;269
2694;2694;"D";26;269;"D";26;269
2695;2695;"D";26;269;"D";26;269
2696;2696;"D";26;269;"D";26;269
2699;2699;"D";26;269;"D";26;269
2710;2710;"D";27;271;"D";27;271
2720;2720;"D";27;272;"D";27;272
2731;2731;"D";27;273;"D";27;273
2732;2732;"D";27;273;"D";27;273
2811;2811;"D";28;281;"D";28;281
2812;2812;"D";28;281;"D";28;281
2813;2813;"D";28;281;"D";28;281
2891;2891;"D";28;289;"D";28;289
2892;2892;"D";28;289;"D";28;289
2893;2893;"D";28;289;"D";28;289
2899;2899;"D";28;289;"D";28;289
2911;2911;"D";29;291;"D";29;291
2912;2912;"D";29;291;"D";29;291
2913;2913;"D";29;291;"D";29;291
2914;2914;"D";29;291;"D";29;291
2915;2915;"D";29;291;"D";29;291
2919;2919;"D";29;291;"D";29;291
2921;2921;"D";29;292;"D";29;292
2922;2922;"D";29;292;"D";29;292
2923;2923;"D";29;292;"D";29;292
2924;2924;"D";29;292;"D";29;292
2925;2925;"D";29;292;"D";29;292
2926;2926;"D";29;292;"D";29;292
2929;2926;"D";29;292;"D";29;292
2927;2927;"D";29;292;"D";29;292
2929;2929;"D";29;292;"D";29;292
2930;2930;"D";29;293;"D";29;293
3000;3000;"D";30;300;"D";30;300
3110;3110;"D";31;311;"D";31;311
3120;3120;"D";31;312;"D";31;312
3130;3130;"D";31;313;"D";31;313
3140;3140;"D";31;314;"D";31;314
3150;3150;"D";31;315;"D";31;315
3190;3190;"D";31;319;"D";31;319
3210;3210;"D";32;321;"D";32;321
3220;3220;"D";32;322;"D";32;322
3230;3230;"D";32;323;"D";32;323
3311;3311;"D";33;331;"D";33;331
3312;3312;"D";33;331;"D";33;331
3313;3313;"D";33;331;"D";33;331
3320;3320;"D";33;332;"D";33;332
3330;3330;"D";33;333;"D";33;333
3410;3410;"D";34;341;"D";34;341
3420;3420;"D";34;342;"D";34;342
3430;3430;"D";34;343;"D";34;343
3511;3511;"D";35;351;"D";35;351
3512;3512;"D";35;351;"D";35;351
3520;3520;"D";35;352;"D";35;352
3530;3530;"D";35;353;"D";35;353
3591;3591;"D";35;359;"D";35;359
3592;3592;"D";35;359;"D";35;359
3599;3599;"D";35;359;"D";35;359
3610;3610;"D";36;361;"D";36;361
3691;3691;"D";36;369;"D";36;369
3692;3692;"D";36;369;"D";36;369
3693;3693;"D";36;369;"D";36;369
3694;3694;"D";36;369;"D";36;369
3699;3699;"D";36;369;"D";36;369
3710;3710;"D";37;371;"D";37;371
3720;3720;"D";37;372;"D";37;372
4010;4010;"E";40;401;"E";40;401
4020;4020;"E";40;402;"E";40;402
4030;4030;"E";40;403;"E";40;403
4100;4100;"E";41;410;"E";41;410
4510;4510;"F";45;451;"F";45;451
4520;4520;"F";45;452;"F";45;452
4530;4530;"F";45;453;"F";45;453
4540;4540;"F";45;454;"F";45;454
4550;4550;"F";45;455;"F";45;455
5010;5010;"G";50;501;"G";50;501
5020;5020;"G";50;502;"G";50;502
5030;5030;"G";50;503;"G";50;503
5040;5040;"G";50;504;"G";50;504
5050;5050;"G";50;505;"G";50;505
5110;5110;"G";51;511;"G";51;511
5121;5121;"G";51;512;"G";51;512
5122;5122;"G";51;512;"G";51;512
5131;5131;"G";51;513;"G";51;513
5139;5139;"G";51;513;"G";51;513
5141;5141;"G";51;514;"G";51;514
5142;5142;"G";51;514;"G";51;514
5143;5143;"G";51;514;"G";51;514
5149;5149;"G";51;514;"G";51;514
5150;5151;"G";51;515;"G";51;515
5150;5152;"G";51;515;"G";51;515
5150;5159;"G";51;515;"G";51;515
5190;5190;"G";51;519;"G";51;519
5211;5211;"G";52;521;"G";52;521
5219;5219;"G";52;521;"G";52;521
5220;5220;"G";52;522;"G";52;522
5231;5231;"G";52;523;"G";52;523
5232;5232;"G";52;523;"G";52;523
5233;5233;"G";52;523;"G";52;523
5234;5234;"G";52;523;"G";52;523
5239;5239;"G";52;523;"G";52;523
5240;5240;"G";52;524;"G";52;524
5251;5251;"G";52;525;"G";52;525
5252;5252;"G";52;525;"G";52;525
5259;5259;"G";52;525;"G";52;525
1712;5260;"G";52;526;"D";17;171
2892;5260;"G";52;526;"D";28;289
5260;5260;"G";52;526;"G";52;526
5510;5510;"H";55;551;"H";55;551
5520;5520;"H";55;552;"H";55;552
8532;5520;"H";55;552;"N";85;853
6010;6010;"I";60;601;"I";60;601
6021;6021;"I";60;602;"I";60;602
6022;6022;"I";60;602;"I";60;602
6023;6023;"I";60;602;"I";60;602
6030;6030;"I";60;603;"I";60;603
6110;6110;"I";61;611;"I";61;611
6120;6120;"I";61;612;"I";61;612
6210;6210;"I";62;621;"I";62;621
6220;6220;"I";62;622;"I";62;622
6301;6301;"I";63;630;"I";63;630
6302;6302;"I";63;630;"I";63;630
6303;6303;"I";63;630;"I";63;630
6304;6304;"I";63;630;"I";63;630
6309;6309;"I";63;630;"I";63;630
6411;6411;"I";64;641;"I";64;641
6412;6412;"I";64;641;"I";64;641
6420;6420;"I";64;642;"I";64;642
9309;6420;"I";64;642;"O";93;930
6511;6511;"J";65;651;"J";65;651
6519;6519;"J";65;651;"J";65;651
6591;6591;"J";65;659;"J";65;659
5240;6592;"J";65;659;"G";52;524
6592;6592;"J";65;659;"J";65;659
6599;6599;"J";65;659;"J";65;659
6601;6601;"J";66;660;"J";66;660
6602;6602;"J";66;660;"J";66;660
6603;6603;"J";66;660;"J";66;660
6711;6711;"J";67;671;"J";67;671
6712;6712;"J";67;671;"J";67;671
6719;6719;"J";67;671;"J";67;671
6720;6720;"J";67;672;"J";67;672
7010;7010;"K";70;701;"K";70;701
7020;7020;"K";70;702;"K";70;702
7111;7111;"K";71;711;"K";71;711
7112;7112;"K";71;711;"K";71;711
7113;7113;"K";71;711;"K";71;711
7121;7121;"K";71;712;"K";71;712
7122;7122;"K";71;712;"K";71;712
7123;7123;"K";71;712;"K";71;712
7129;7129;"K";71;712;"K";71;712
7130;7130;"K";71;713;"K";71;713
7210;7210;"K";72;721;"K";72;721
7220;7221;"K";72;722;"K";72;722
7220;7229;"K";72;722;"K";72;722
7230;7230;"K";72;723;"K";72;723
7240;7240;"K";72;724;"K";72;724
7250;7250;"K";72;725;"K";72;725
7290;7290;"K";72;729;"K";72;729
7310;7310;"K";73;731;"K";73;731
7320;7320;"K";73;732;"K";73;732
7411;7411;"K";74;741;"K";74;741
7412;7412;"K";74;741;"K";74;741
7413;7413;"K";74;741;"K";74;741
7414;7414;"K";74;741;"K";74;741
7421;7421;"K";74;742;"K";74;742
7422;7422;"K";74;742;"K";74;742
7430;7430;"K";74;743;"K";74;743
7491;7491;"K";74;749;"K";74;749
7492;7492;"K";74;749;"K";74;749
7493;7493;"K";74;749;"K";74;749
7494;7494;"K";74;749;"K";74;749
7499;7494;"K";74;749;"K";74;749
7495;7495;"K";74;749;"K";74;749
7499;7499;"K";74;749;"K";74;749
7511;7511;"L";75;751;"L";75;751
7512;7512;"L";75;751;"L";75;751
7513;7513;"L";75;751;"L";75;751
7514;7514;"L";75;751;"L";75;751
7521;7521;"L";75;752;"L";75;752
7522;7522;"L";75;752;"L";75;752
7523;7523;"L";75;752;"L";75;752
7530;7530;"L";75;753;"L";75;753
8010;8010;"M";80;801;"M";80;801
8090;8010;"M";80;801;"M";80;809
8021;8021;"M";80;802;"M";80;802
8090;8021;"M";80;802;"M";80;809
8022;8022;"M";80;802;"M";80;802
8090;8022;"M";80;802;"M";80;809
8030;8030;"M";80;803;"M";80;803
8090;8090;"M";80;809;"M";80;809
8511;8511;"N";85;851;"N";85;851
8512;8512;"N";85;851;"N";85;851
8519;8519;"N";85;851;"N";85;851
8520;8520;"N";85;852;"N";85;852
8531;8531;"N";85;853;"N";85;853
8532;8532;"N";85;853;"N";85;853
9000;9000;"O";90;900;"O";90;900
9111;9111;"O";91;911;"O";91;911
9112;9112;"O";91;911;"O";91;911
9120;9120;"O";91;912;"O";91;912
9191;9191;"O";91;919;"O";91;919
9192;9192;"O";91;919;"O";91;919
9199;9199;"O";91;919;"O";91;919
9211;9211;"O";92;921;"O";92;921
9249;9211;"O";92;921;"O";92;924
9212;9212;"O";92;921;"O";92;921
9213;9213;"O";92;921;"O";92;921
9214;9214;"O";92;921;"O";92;921
9219;9219;"O";92;921;"O";92;921
9220;9220;"O";92;922;"O";92;922
9231;9231;"O";92;923;"O";92;923
9232;9232;"O";92;923;"O";92;923
9233;9233;"O";92;923;"O";92;923
9241;9241;"O";92;924;"O";92;924
9249;9241;"O";92;924;"O";92;924
9249;9249;"O";92;924;"O";92;924
9301;9301;"O";93;930;"O";93;930
9302;9302;"O";93;930;"O";93;930
9303;9303;"O";93;930;"O";93;930
140;9309;"O";93;930;"A";1;14
7494;9309;"O";93;930;"K";74;749
9309;9309;"O";93;930;"O";93;930
9500;9500;"P";95;950;"P";95;950
9900;9900;"Q";99;990;"Q";99;990
