isic_rev3_4dig;isic_rev3_secdig;isic_rev3_2dig;isic_rev3_3dig;isic_rev4_4dig;isic_rev4_secdig;isic_rev4_2dig;isic_rev4_3dig
7530;"L";75;753;8430;"O";84;843
8010;"M";80;801;8510;"P";85;851
8021;"M";80;802;8521;"P";85;852
8022;"M";80;802;8522;"P";85;852
8030;"M";80;803;8530;"P";85;853
8090;"M";80;809;8510;"P";85;851
8090;"M";80;809;8521;"P";85;852
8090;"M";80;809;8522;"P";85;852
8090;"M";80;809;8542;"P";85;854
8090;"M";80;809;8549;"P";85;854
8511;"N";85;851;8610;"Q";86;861
8512;"N";85;851;8620;"Q";86;862
8519;"N";85;851;8690;"Q";86;869
8519;"N";85;851;8710;"Q";87;871
8519;"N";85;851;8720;"Q";87;872
8519;"N";85;851;8730;"Q";87;873
8520;"N";85;852;7500;"M";75;750
8531;"N";85;853;8720;"Q";87;872
8531;"N";85;853;8730;"Q";87;873
8531;"N";85;853;8790;"Q";87;879
8532;"N";85;853;5610;"I";56;561
8532;"N";85;853;5621;"I";56;562
8532;"N";85;853;5629;"I";56;562
8532;"N";85;853;5630;"I";56;563
8532;"N";85;853;8550;"P";85;855
8532;"N";85;853;8810;"Q";88;881
8532;"N";85;853;8890;"Q";88;889
9000;"O";90;900;3700;"E";37;370
9000;"O";90;900;3811;"E";38;381
9000;"O";90;900;3812;"E";38;381
9000;"O";90;900;3821;"E";38;382
9000;"O";90;900;3822;"E";38;382
9000;"O";90;900;3900;"E";39;390
9000;"O";90;900;8129;"N";81;812
9000;"O";90;900;8130;"N";81;813
9111;"O";91;911;9411;"S";94;941
9112;"O";91;911;9412;"S";94;941
9120;"O";91;912;9420;"S";94;942
9191;"O";91;919;9491;"S";94;949
9192;"O";91;919;9492;"S";94;949
9199;"O";91;919;9499;"S";94;949
9211;"O";92;921;5911;"J";59;591
9211;"O";92;921;5912;"J";59;591
9211;"O";92;921;5913;"J";59;591
9211;"O";92;921;5920;"J";59;592
9212;"O";92;921;5914;"J";59;591
9213;"O";92;921;5911;"J";59;591
9213;"O";92;921;5920;"J";59;592
9213;"O";92;921;6010;"J";60;601
9213;"O";92;921;6020;"J";60;602
9214;"O";92;921;7990;"N";79;799
9214;"O";92;921;9000;"R";90;900
9219;"O";92;921;7990;"N";79;799
9219;"O";92;921;8542;"P";85;854
9219;"O";92;921;9000;"R";90;900
9219;"O";92;921;9321;"R";93;932
9219;"O";92;921;9329;"R";93;932
9220;"O";92;922;6391;"J";63;639
9220;"O";92;922;7420;"M";74;742
9220;"O";92;922;9000;"R";90;900
9231;"O";92;923;5912;"J";59;591
9231;"O";92;923;9101;"R";91;910
9232;"O";92;923;9102;"R";91;910
9233;"O";92;923;9103;"R";91;910
9241;"O";92;924;4922;"H";49;492
9241;"O";92;924;7990;"N";79;799
9241;"O";92;924;8541;"P";85;854
9241;"O";92;924;8549;"P";85;854
9241;"O";92;924;9311;"R";93;931
9241;"O";92;924;9312;"R";93;931
9241;"O";92;924;9319;"R";93;931
9241;"O";92;924;9329;"R";93;932
9249;"O";92;924;4922;"H";49;492
9249;"O";92;924;5911;"J";59;591
9249;"O";92;924;5912;"J";59;591
9249;"O";92;924;5913;"J";59;591
9249;"O";92;924;5920;"J";59;592
9249;"O";92;924;7810;"N";78;781
9249;"O";92;924;7990;"N";79;799
9249;"O";92;924;8541;"P";85;854
9249;"O";92;924;8549;"P";85;854
9249;"O";92;924;9200;"R";92;920
9249;"O";92;924;9311;"R";93;931
9249;"O";92;924;9312;"R";93;931
9249;"O";92;924;9319;"R";93;931
9249;"O";92;924;9329;"R";93;932
9301;"O";93;930;9601;"S";96;960
9302;"O";93;930;9602;"S";96;960
9303;"O";93;930;9603;"S";96;960
9309;"O";93;930;6110;"J";61;611
9309;"O";93;930;6120;"J";61;612
9309;"O";93;930;6130;"J";61;613
9309;"O";93;930;6190;"J";61;619
9309;"O";93;930;8541;"P";85;854
9309;"O";93;930;9609;"S";96;960
9500;"P";95;950;9700;"T";97;970
9900;"Q";99;990;9900;"U";99;990
