isic_rev4_4dig;isic_rev31_4dig;isic_rev4_secdig;isic_rev4_2dig;isic_rev4_3dig;isic_rev31_secdig;isic_rev31_2dig;isic_rev31_3dig
9000;9219;"R";90;900;"O";92;921
9000;9220;"R";90;900;"O";92;922
9101;7514;"R";91;910;"L";75;751
9101;9231;"R";91;910;"O";92;923
9102;9232;"R";91;910;"O";92;923
9103;9233;"R";91;910;"O";92;923
9200;9249;"R";92;920;"O";92;924
9311;9241;"R";93;931;"O";92;924
9312;9241;"R";93;931;"O";92;924
9319;9241;"R";93;931;"O";92;924
9321;9219;"R";93;932;"O";92;921
9329;9219;"R";93;932;"O";92;921
9329;9241;"R";93;932;"O";92;924
9329;9249;"R";93;932;"O";92;924
9411;9111;"S";94;941;"O";91;911
9412;9112;"S";94;941;"O";91;911
9420;9120;"S";94;942;"O";91;912
9491;9191;"S";94;949;"O";91;919
9492;9192;"S";94;949;"O";91;919
9499;150;"S";94;949;"A";1;15
9499;6599;"S";94;949;"J";65;659
9499;9199;"S";94;949;"O";91;919
9511;7250;"S";95;951;"K";72;725
9512;3220;"S";95;951;"D";32;322
9512;5260;"S";95;951;"G";52;526
9521;3230;"S";95;952;"D";32;323
9521;5260;"S";95;952;"G";52;526
9522;5260;"S";95;952;"G";52;526
9523;5260;"S";95;952;"G";52;526
9524;3610;"S";95;952;"D";36;361
9524;5260;"S";95;952;"G";52;526
9529;5260;"S";95;952;"G";52;526
9601;9301;"S";96;960;"O";93;930
9602;9302;"S";96;960;"O";93;930
9603;9303;"S";96;960;"O";93;930
9609;9309;"S";96;960;"O";93;930
9700;9500;"T";97;970;"P";95;950
9810;9600;"T";98;981;"P";96;960
9820;9700;"T";98;982;"P";97;970
9900;9900;"U";99;990;"Q";99;990
