isic_rev31_4dig;isic_rev4_4dig;isic_rev31_secdig;isic_rev31_2dig;isic_rev31_3dig;isic_rev4_secdig;isic_rev4_2dig;isic_rev4_3dig
9211;5920;"O";92;921;"J";59;592
9212;5914;"O";92;921;"J";59;591
9213;5911;"O";92;921;"J";59;591
9213;5920;"O";92;921;"J";59;592
9213;6010;"O";92;921;"J";60;601
9213;6020;"O";92;921;"J";60;602
9214;7990;"O";92;921;"N";79;799
9214;9000;"O";92;921;"R";90;900
9219;7990;"O";92;921;"N";79;799
9219;8542;"O";92;921;"P";85;854
9219;9000;"O";92;921;"R";90;900
9219;9321;"O";92;921;"R";93;932
9219;9329;"O";92;921;"R";93;932
9220;6391;"O";92;922;"J";63;639
9220;7420;"O";92;922;"M";74;742
9220;9000;"O";92;922;"R";90;900
9231;5912;"O";92;923;"J";59;591
9231;9101;"O";92;923;"R";91;910
9232;9102;"O";92;923;"R";91;910
9233;9103;"O";92;923;"R";91;910
9241;4922;"O";92;924;"H";49;492
9241;7990;"O";92;924;"N";79;799
9241;8541;"O";92;924;"P";85;854
9241;8549;"O";92;924;"P";85;854
9241;9311;"O";92;924;"R";93;931
9241;9312;"O";92;924;"R";93;931
9241;9319;"O";92;924;"R";93;931
9241;9329;"O";92;924;"R";93;932
9249;7810;"O";92;924;"N";78;781
9249;9200;"O";92;924;"R";92;920
9249;9329;"O";92;924;"R";93;932
9301;9601;"O";93;930;"S";96;960
9302;9602;"O";93;930;"S";96;960
9303;9603;"O";93;930;"S";96;960
9309;8541;"O";93;930;"P";85;854
9309;9609;"O";93;930;"S";96;960
9500;9700;"P";95;950;"T";97;970
9600;9810;"P";96;960;"T";98;981
9700;9820;"P";97;970;"T";98;982
9900;9900;"Q";99;990;"U";99;990
